frame,timestamp,qw,qx,qy,qz,tx,ty,tz,confidence
232,7.733333,0.38432428,0.86565253,-0.30919368,0.08567268,-0.001727,-0.099984,1.004928,0.8
233,7.766667,0.38306953,0.8661871,-0.30909816,0.0862321,-0.001726,-0.099959,1.00471,0.8
234,7.8,0.38173832,0.86673109,-0.30901623,0.08696005,-0.001727,-0.09992,1.004349,0.8
235,7.833333,0.38041577,0.86726828,-0.30893332,0.08769141,-0.001731,-0.099883,1.003954,0.8
236,7.866667,0.37906368,0.86783135,-0.30883047,0.08833585,-0.001737,-0.099853,1.003521,0.8
237,7.9,0.3777763,0.86834874,-0.30875757,0.08901851,-0.001739,-0.099815,1.003092,0.8
238,7.933333,0.37664171,0.86877225,-0.30872878,0.08979047,-0.001732,-0.099768,1.002792,0.8
239,7.966667,0.37544096,0.86923622,-0.30866561,0.09054288,-0.001727,-0.099728,1.002472,0.8
240,8.0,0.37410878,0.86979102,-0.3085383,0.09116094,-0.001729,-0.099697,1.002,0.8
241,8.033333,0.37290628,0.87029184,-0.30842124,0.09170259,-0.001731,-0.099675,1.001675,0.8
242,8.066667,0.37191252,0.8706757,-0.30836204,0.09229164,-0.00173,-0.099645,1.001402,0.8
243,8.1,0.37111672,0.87097512,-0.30832551,0.09279059,-0.001724,-0.099628,1.001375,0.8
244,8.133333,0.37016114,0.87135212,-0.30825779,0.09329176,-0.001727,-0.099628,1.00133,0.8
245,8.166667,0.36934892,0.87163907,-0.3082352,0.09390294,-0.001717,-0.099591,1.001161,0.8
246,8.2,0.36886817,0.87175715,-0.30828047,0.09454574,-0.001693,-0.099551,1.001269,0.8
247,8.233333,0.36825038,0.87193863,-0.30830576,0.09519585,-0.001684,-0.099533,1.00126,0.8
248,8.266667,0.36732013,0.87228137,-0.30826527,0.09577917,-0.001694,-0.099524,1.000944,0.8
249,8.3,0.36638216,0.87264808,-0.3082021,0.09623363,-0.001702,-0.099526,1.000782,0.8
250,8.333333,0.3655924,0.8729604,-0.3081493,0.09657303,-0.001703,-0.099545,1.00092,0.8
251,8.366667,0.36456293,0.87338377,-0.30805761,0.09692871,-0.001709,-0.099568,1.000928,0.8
252,8.4,0.36368973,0.87372904,-0.30799264,0.09730305,-0.001703,-0.099553,1.000854,0.8
253,8.433333,0.36299044,0.87398537,-0.30796061,0.09771278,-0.001697,-0.09953,1.000713,0.8
254,8.466667,0.362174,0.87429617,-0.30790523,0.09813547,-0.001699,-0.099521,1.000549,0.8
255,8.5,0.3613494,0.87460461,-0.30785203,0.0985927,-0.001697,-0.099511,1.000453,0.8
256,8.533333,0.36058296,0.87487326,-0.30782053,0.09911222,-0.001694,-0.099486,1.000257,0.8
257,8.566667,0.36001823,0.87505046,-0.30782185,0.09959554,-0.001684,-0.099455,1.000121,0.8
258,8.6,0.35947434,0.8752348,-0.30780614,0.09998815,-0.001675,-0.099441,1.000136,0.8
259,8.633333,0.35886863,0.87544026,-0.3077849,0.10042968,-0.001671,-0.099438,1.000172,0.8
260,8.666667,0.35830422,0.87560692,-0.3077896,0.10097605,-0.001666,-0.099438,1.000301,0.8
261,8.7,0.35756006,0.87586606,-0.30774808,0.10149169,-0.001671,-0.099429,1.000109,0.8
262,8.733333,0.35671514,0.87617255,-0.30768585,0.10200681,-0.001678,-0.099413,0.999791,0.8
263,8.766667,0.35600644,0.87640893,-0.30765325,0.10254889,-0.001677,-0.099417,0.999859,0.8
264,8.8,0.35533021,0.87664981,-0.30760426,0.10298137,-0.001679,-0.099429,0.999934,0.8
265,8.833333,0.35460228,0.87693925,-0.30752156,0.10327279,-0.001681,-0.099441,0.999964,0.8
266,8.866667,0.35384517,0.87724874,-0.30742831,0.10351849,-0.001683,-0.099451,0.999966,0.8
