frame,timestamp,qw,qx,qy,qz,tx,ty,tz,confidence
111,3.7,-0.58615712,0.71733706,0.16831287,0.33692455,-0.100606,-0.10125,1.021683,0.8
112,3.733333,-0.58281105,0.71956114,0.16018927,0.34190999,-0.091751,-0.101712,1.026894,0.8
113,3.766667,-0.57856163,0.72293017,0.14985506,0.34667257,-0.082114,-0.101907,1.030829,0.8
114,3.8,-0.5745875,0.72604308,0.13907935,0.35123722,-0.072731,-0.10174,1.034935,0.8
115,3.833333,-0.5703738,0.72895186,0.12868727,0.35600914,-0.06416,-0.101512,1.040151,0.8
116,3.866667,-0.56563384,0.7315019,0.11996977,0.36134551,-0.057544,-0.10133,1.045632,0.8
117,3.9,-0.56225808,0.73252458,0.11301621,0.36674368,-0.051484,-0.10137,1.048334,0.8
118,3.933333,-0.55915821,0.73319757,0.10583269,0.37224032,-0.044458,-0.101776,1.05083,0.8
119,3.966667,-0.55549656,0.73426121,0.09791717,0.3777516,-0.036355,-0.101016,1.054614,0.8
120,4.0,-0.55189437,0.73544466,0.08919946,0.38285403,-0.02816,-0.098829,1.056227,0.8
121,4.033333,-0.54759263,0.7371741,0.08018666,0.38766837,-0.021765,-0.096758,1.057348,0.8
122,4.066667,-0.54413889,0.73835037,0.072632,0.39176037,-0.017662,-0.095603,1.058578,0.8
123,4.1,-0.54172109,0.73890738,0.06688743,0.39506988,-0.015457,-0.095293,1.060744,0.8
124,4.133333,-0.54018899,0.73895143,0.0625464,0.39778712,-0.014553,-0.09532,1.062788,0.8
125,4.166667,-0.53855706,0.7392512,0.05883871,0.40000246,-0.014268,-0.095358,1.063947,0.8
126,4.2,-0.53704624,0.73967057,0.05570092,0.4017041,-0.014112,-0.095421,1.064712,0.8
127,4.233333,-0.53663167,0.7395405,0.05329123,0.40282297,-0.014054,-0.095613,1.065922,0.8
128,4.266667,-0.53675195,0.73915724,0.051324,0.40362081,-0.014024,-0.095835,1.067374,0.8
129,4.3,-0.53685438,0.73884897,0.04954429,0.40427088,-0.013797,-0.095999,1.068577,0.8
130,4.333333,-0.5367431,0.73868709,0.04795338,0.40490578,-0.013623,-0.096034,1.06878,0.8
131,4.366667,-0.53668894,0.73847227,0.04668605,0.40551707,-0.013722,-0.096066,1.068684,0.8
132,4.4,-0.53763224,0.73759534,0.0460357,0.40593768,-0.013865,-0.096188,1.068496,0.8
133,4.433333,-0.53899269,0.73650859,0.04557667,0.40615852,-0.01398,-0.096299,1.068236,0.8
134,4.466667,-0.53990052,0.7358107,0.04489244,0.40629388,-0.014031,-0.096473,1.069494,0.8
135,4.5,-0.540681,0.73518504,0.04430203,0.40645336,-0.014067,-0.096651,1.070997,0.8
136,4.533333,-0.54145025,0.73459766,0.0437006,0.40655646,-0.014089,-0.096776,1.071935,0.8
137,4.566667,-0.54247276,0.73387575,0.04319752,0.40655093,-0.014109,-0.096882,1.072538,0.8
138,4.6,-0.54376832,0.73296024,0.04294309,0.40649871,-0.014142,-0.096973,1.072773,0.8
139,4.633333,-0.54505976,0.73206043,0.04277173,0.40640862,-0.014182,-0.097036,1.072594,0.8
140,4.666667,-0.54613231,0.73134478,0.04251422,0.4062842,-0.0142,-0.09708,1.072536,0.8
141,4.7,-0.54707882,0.73073806,0.04219644,0.40613559,-0.014204,-0.097169,1.073227,0.8
142,4.733333,-0.54816737,0.73004952,0.04191637,0.40593504,-0.014223,-0.097334,1.074595,0.8
143,4.766667,-0.54917793,0.72941893,0.04162725,0.40573243,-0.014228,-0.097473,1.075814,0.8
144,4.8,-0.55015299,0.72878857,0.04144337,0.405563,-0.014238,-0.097557,1.076367,0.8
145,4.833333,-0.55120626,0.72810381,0.0413588,0.40537137,-0.014268,-0.097676,1.077082,0.8
146,4.866667,-0.55224885,0.72744593,0.04126182,0.40514328,-0.014286,-0.097804,1.078001,0.8
147,4.9,-0.55318335,0.7268715,0.0411103,0.40491474,-0.014298,-0.097982,1.079646,0.8
148,4.933333,-0.55399994,0.72638275,0.04090242,0.40469638,-0.01431,-0.09821,1.081873,0.8
149,4.966667,-0.55482791,0.72589773,0.04066685,0.40445603,-0.014317,-0.098419,1.08388,0.8
150,5.0,-0.55561949,0.7254586,0.04037778,0.40418614,-0.014316,-0.098624,1.085921,0.8
151,5.033333,-0.55645469,0.72500968,0.04008003,0.40387216,-0.01432,-0.098833,1.087855,0.8
152,5.066667,-0.55731132,0.72454892,0.03981119,0.40354432,-0.014334,-0.099035,1.089557,0.8
153,5.1,-0.55806765,0.72416152,0.03951806,0.40322315,-0.01434,-0.099192,1.090818,0.8
154,5.133333,-0.55879222,0.72377006,0.03928918,0.4029448,-0.014347,-0.099334,1.091977,0.8
155,5.166667,-0.55953095,0.72333869,0.03914722,0.40270803,-0.01436,-0.099475,1.093112,0.8
156,5.2,-0.56052527,0.72271114,0.0391512,0.40245151,-0.014392,-0.09953,1.092848,0.8
157,5.233333,-0.5617361,0.7219144,0.03928688,0.40217991,-0.014435,-0.099517,1.091586,0.8
158,5.266667,-0.56287128,0.72117925,0.03938398,0.40190211,-0.014463,-0.099477,1.090292,0.8
159,5.3,-0.56397028,0.72046241,0.0394928,0.40163635,-0.014487,-0.099418,1.088883,0.8
160,5.333333,-0.56501231,0.71979849,0.03955373,0.40135611,-0.014501,-0.099377,1.087869,0.8
161,5.366667,-0.56608136,0.71912635,0.03960151,0.40104976,-0.014512,-0.099353,1.087037,0.8
162,5.4,-0.5671065,0.71848086,0.03965349,0.40075313,-0.014514,-0.099327,1.086402,0.8
163,5.433333,-0.56796063,0.71797476,0.03961112,0.40045465,-0.014498,-0.099292,1.086008,0.8
164,5.466667,-0.5688456,0.71744807,0.03958309,0.40014514,-0.014494,-0.099248,1.085281,0.8
165,5.5,-0.56972658,0.71691294,0.03958755,0.39985033,-0.014498,-0.099247,1.085026,0.8
166,5.533333,-0.57054591,0.71641323,0.03959315,0.39957706,-0.0145,-0.099292,1.085463,0.8
167,5.566667,-0.57135462,0.71592221,0.03958926,0.39930186,-0.014501,-0.099332,1.085787,0.8
168,5.6,-0.57234346,0.71530116,0.03964965,0.39899264,-0.014517,-0.099326,1.085123,0.8
169,5.633333,-0.57358311,0.71448116,0.03984327,0.39866227,-0.014555,-0.099297,1.083757,0.8
170,5.666667,-0.57488439,0.71360914,0.04006156,0.39832776,-0.014593,-0.099309,1.082973,0.8
171,5.7,-0.57605884,0.71284191,0.0401877,0.39799191,-0.014609,-0.099343,1.082848,0.8
172,5.733333,-0.57716785,0.71210599,0.0403237,0.39768875,-0.014624,-0.099378,1.082889,0.8
173,5.766667,-0.57826133,0.71136475,0.04048063,0.39741081,-0.014642,-0.099442,1.083284,0.8
174,5.8,-0.5793138,0.71066606,0.04057906,0.39711789,-0.01465,-0.099512,1.083802,0.8
175,5.833333,-0.58032964,0.71002651,0.04058648,0.39677777,-0.014651,-0.09957,1.084138,0.8
176,5.866667,-0.58129445,0.70944901,0.0405293,0.39640414,-0.01465,-0.099656,1.084816,0.8
177,5.9,-0.58221064,0.70889151,0.04050016,0.39605976,-0.014656,-0.099776,1.085943,0.8
178,5.933333,-0.58305601,0.70838137,0.04045035,0.39573387,-0.014662,-0.099929,1.087522,0.8
179,5.966667,-0.58391955,0.70785657,0.04039964,0.39540473,-0.014669,-0.10008,1.088952,0.8
180,6.0,-0.58488557,0.70723685,0.04044221,0.39508144,-0.014681,-0.10014,1.089055,0.8
181,6.033333,-0.58585209,0.70660564,0.04053785,0.3947689,-0.014695,-0.100199,1.0892,0.8
182,6.066667,-0.58677033,0.70602214,0.04060335,0.39444225,-0.014708,-0.100331,1.090296,0.8
183,6.1,-0.58764989,0.70549545,0.04058735,0.39407669,-0.014713,-0.100448,1.091216,0.8
184,6.133333,-0.58850919,0.70498917,0.04054605,0.39370448,-0.014714,-0.100538,1.091838,0.8
185,6.166667,-0.58939457,0.70445422,0.04052772,0.39333929,-0.014716,-0.100592,1.091977,0.8
186,6.2,-0.59026291,0.70392846,0.04050123,0.392981,-0.014715,-0.100612,1.091763,0.8
187,6.233333,-0.5911584,0.70337198,0.04050314,0.392631,-0.01472,-0.100604,1.091146,0.8
188,6.266667,-0.59198612,0.70285817,0.04049971,0.39230422,-0.014726,-0.100614,1.090908,0.8
189,6.3,-0.59284069,0.70231814,0.04052329,0.39197833,-0.014737,-0.100613,1.090438,0.8
190,6.333333,-0.59385411,0.70165192,0.04062392,0.39162684,-0.014759,-0.100559,1.089033,0.8
191,6.366667,-0.59492564,0.70093594,0.04076258,0.39126807,-0.014781,-0.100507,1.087678,0.8
192,6.4,-0.59598272,0.70021585,0.04092551,0.39093154,-0.014804,-0.100452,1.086441,0.8
193,6.433333,-0.59698678,0.69953304,0.04105412,0.39060833,-0.014818,-0.100384,1.085203,0.8
194,6.466667,-0.59794351,0.69889774,0.04110843,0.39027632,-0.014818,-0.100286,1.083724,0.8
195,6.5,-0.59893174,0.6982284,0.04117002,0.38995244,-0.01482,-0.10019,1.082256,0.8
196,6.533333,-0.59996633,0.6975174,0.04123908,0.38962703,-0.014825,-0.100107,1.080836,0.8
197,6.566667,-0.60096429,0.69683505,0.04128444,0.38930507,-0.014825,-0.100005,1.079307,0.8
198,6.6,-0.60194743,0.69613982,0.04138965,0.38901869,-0.014835,-0.09991,1.077951,0.8
199,6.633333,-0.6029679,0.69538955,0.04157896,0.38875991,-0.014857,-0.099825,1.076612,0.8
200,6.666667,-0.60398471,0.69462795,0.04180348,0.38851892,-0.014882,-0.099731,1.075163,0.8
201,6.7,-0.60500271,0.69385373,0.04205408,0.38829136,-0.014909,-0.099635,1.073691,0.8
202,6.733333,-0.60604255,0.69305807,0.0423189,0.38806193,-0.014936,-0.099541,1.072212,0.8
